ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
1119;Uomo;25-34 anni;nord-ovest;da 100001 a 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';agiatamente;Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,22
1120;Donna;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;Cattolico non praticante;0,69
1121;Uomo;35-44 anni;centro;da 30001 a 100000 abitanti;no laurea;vive con i genitori;impiegato;a sinistra;Italiana;No;Si, molto;No, sarei contrario;non sono credente;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;0,69
1122;Uomo;35-44 anni;centro;da 10001 a 30000 abitanti;laurea;coppia con figli;altro lavoratore dipendente;a destra;Italiana;Si';Si, abbastanza;Si, molto;alcune volte l'anno;altro;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,51
1123;Donna;25-34 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;non credente;0,26
1124;Donna;18-24 anni;sud;fino a 5000 abitanti;no laurea;altro/preferisco non rispondere;studente/scolaro;a destra;Italiana;Non saprei;Non saprei;Non saprei;ogni giorno;periferia;con tranquillita';Non occupato;Studenti;;Bassa;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,33
1125;Uomo;18-24 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;genitore solo, con figli;studente/scolaro;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;periferia;agiatamente;Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,44
1126;Uomo;25-34 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive con i genitori;operaio;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Occupato;Operai;Privato;Bassa;MILLENNIALS;Cattolico non praticante;2,47
1127;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,39
1128;Donna;35-44 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia con figli;commerciante;a centro destra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;periferia;con tranquillita';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico non praticante;2,06
1129;Donna;18-24 anni;nord-est;oltre 250000 abitanti;no laurea;vive da solo 18-34 anni;studente/scolaro;in nessuna area politica;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;periferia;arrivo a fine mese con molte difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);1,42
1130;Donna;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;citta' medie;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,33
1131;Donna;35-44 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);2,06
1132;Donna;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;no laurea;coppia senza figli;casalinga;a centro destra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;citta' medie;avverto difficolta';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico non praticante;1,01
1133;Donna;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, molto;Si, molto;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,41
1134;Donna;55-64 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, abbastanza;Non saprei;la domenica;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,45
1135;Uomo;oltre 64 anni;nord-est;oltre 250000 abitanti;laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,27
1136;Uomo;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;libero professionista;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;in occasione delle principali feste;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;SILENT;Cattolico non praticante;0,71
1137;Uomo;35-44 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia con figli;altro lavoratore dipendente;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;non sono credente;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;non credente;0,92
1138;Uomo;45-54 anni;isole;oltre 250000 abitanti;laurea;coppia senza figli;imprenditore;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,21
1139;Donna;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;coppia senza figli;casalinga;al centro;Italiana;Si';Si, abbastanza;Si, abbastanza;una volta al mese;periferia;con tranquillita';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,76
1140;Donna;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;2,39
1141;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;non sono credente;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;0,5
1142;Donna;18-24 anni;nord-est;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;No;Si, abbastanza;No, sarei contrario;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,42
1143;Donna;25-34 anni;centro;fino a 5000 abitanti;laurea;coppia senza figli;studente/scolaro;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;in occasione delle principali feste;piccoli centri;avverto difficolta';Non occupato;Studenti;;Alta;MILLENNIALS;Cattolico non praticante;0,13
1144;Donna;45-54 anni;nord-est;oltre 250000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a centro sinistra;Italiana;No;Si, molto;Si, abbastanza;non sono credente;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Bassa;GENERAZIONE X;non credente;0,67
1145;Uomo;oltre 64 anni;isole;fino a 5000 abitanti;no laurea;coppia con figli;insegnante di scuola media, elementare e materna;in nessuna area politica;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;periferia;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Pubblico;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);0,6
1146;Donna;18-24 anni;sud;fino a 5000 abitanti;no laurea;altro/preferisco non rispondere;studente/scolaro;preferisco non rispondere;Italiana;Si';Si, abbastanza;Non saprei;alcune volte l'anno;periferia;agiatamente;Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,33
1147;Donna;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;a destra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;1,17
1148;Donna;18-24 anni;sud;da 30001 a 100000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";studente/scolaro;preferisco non rispondere;Italiana;Si';Non saprei;Non saprei;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,46
1149;Donna;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;genitore solo, con figli;altro (non occupato);in nessuna area politica;Italiana;Non saprei;Non saprei;Non saprei;mai;periferia;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;;Bassa;BABY BOOMERS;Cattolico non praticante;2,17
1150;Uomo;35-44 anni;centro;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;a centro destra;Italiana;No;Si, abbastanza;No, sarei contrario;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,23
1151;Uomo;35-44 anni;nord-est;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;altro lavoratore autonomo/agente di commercio/rappresentante;al centro;Italiana;No;Si, abbastanza;Si, abbastanza;2/3 volte alla settimana;citta' medie;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,16
1152;Donna;45-54 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Si';Si, molto;No, sarei contrario;alcune volte l'anno;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;1,66
1153;Uomo;35-44 anni;isole;da 100001 a 250000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;al centro;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;3,19
1154;Uomo;35-44 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive da solo +55 anni;libero professionista;a centro sinistra;Italiana;No;Si, molto;No, sarei contrario;mai;piccoli centri;avverto difficolta';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico non praticante;1
1155;Uomo;45-54 anni;nord-est;da 5001 a 10000 abitanti;laurea;coppia con figli;quadro/direttivo/tecnico;a centro destra;Italiana;No;No, sarei molto contrario;Si, abbastanza;la domenica;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,31
1156;Uomo;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia senza figli;impiegato;a centro destra;Italiana;Si';No, sarei contrario;Si, abbastanza;mai;citta' medie;agiatamente;Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,42
1157;Donna;25-34 anni;centro;oltre 250000 abitanti;laurea;single vive con altre persone (amici, parenti);altro lavoratore dipendente;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei contrario;una volta al mese;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,53
1158;Donna;45-54 anni;nord-est;da 100001 a 250000 abitanti;no laurea;genitore solo, con figli;altro lavoratore dipendente;in nessuna area politica;Italiana;Si';Si, abbastanza;Si, abbastanza;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;1,47
1159;Uomo;35-44 anni;sud;da 10001 a 30000 abitanti;no laurea;vive con i genitori;altro (non occupato);in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei molto contrario;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Disoccupati;;Media;MILLENNIALS;Cattolico non praticante;2,21
1160;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;preferisco non rispondere;Italiana;Si';Si, molto;Si, abbastanza;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,67
1161;Donna;45-54 anni;nord-est;fino a 5000 abitanti;no laurea;coppia con figli;altro (non occupato);a centro sinistra;Italiana;Si';Si, molto;No, sarei contrario;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Disoccupati;;Bassa;GENERAZIONE X;Cattolico non praticante;0,63
1162;Donna;18-24 anni;isole;da 10001 a 30000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, abbastanza;Non saprei;non sono credente;altro;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,47
1163;Donna;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;a destra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;altro;con tranquillita';Non occupato;Casalinghe;;Bassa;GENERAZIONE X;Cattolico non praticante;1,35
1164;Donna;35-44 anni;nord-est;da 30001 a 100000 abitanti;laurea;vive con i genitori;libero professionista;in nessuna area politica;Italiana;Si';No, sarei contrario;Si, abbastanza;non sono credente;periferia;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;non credente;0,65
1165;Uomo;55-64 anni;nord-est;da 5001 a 10000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;alcune volte l'anno;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,34
1166;Uomo;18-24 anni;nord-est;da 100001 a 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';No, sarei contrario;No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,74
1167;Uomo;45-54 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;a sinistra;Italiana;Si';Si, molto;No, sarei molto contrario;sono di un'altra religione;piccoli centri;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;altra religione;0,44
1168;Donna;55-64 anni;isole;fino a 5000 abitanti;laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Si';Si, molto;Si, molto;non sono credente;periferia;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Alta;BABY BOOMERS;non credente;0,89
1169;Donna;25-34 anni;centro;da 10001 a 30000 abitanti;laurea;vive con i genitori;altro lavoratore dipendente;a sinistra;Italiana;Non saprei;Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;citta' medie;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,53
1170;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;studente/scolaro;al centro;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;altro;con tranquillita';Non occupato;Studenti;;Media;MILLENNIALS;;2,74
1171;Donna;35-44 anni;sud;fino a 5000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;No;Si, molto;No, sarei contrario;una volta al mese;periferia;con tranquillita';Non occupato;Casalinghe;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);1,95
1172;Donna;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;artigiano/familiare coadiuvante;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;non sono credente;citta' medie;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,45
1173;Uomo;oltre 64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;Si';Non saprei;Non saprei;la domenica;periferia;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);2,84
1174;Uomo;35-44 anni;isole;da 100001 a 250000 abitanti;laurea;vive da solo 35-54 anni;impiegato;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,19
1175;Donna;18-24 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';No, sarei contrario;No, sarei contrario;non sono credente;periferia;con tranquillita';Non occupato;Studenti;;Alta;GENERAZIONE Z;non credente;0,47
1176;Uomo;25-34 anni;isole;oltre 250000 abitanti;laurea;vive con i genitori;altro lavoratore dipendente;a centro sinistra;Italiana;Si';Non saprei;Non saprei;alcune volte l'anno;periferia;agiatamente;Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,19
1177;Uomo;25-34 anni;isole;oltre 250000 abitanti;laurea;vive con i genitori;altro lavoratore dipendente;a sinistra;Italiana;Si';Non saprei;Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';agiatamente;Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,73
1178;Uomo;25-34 anni;centro;oltre 250000 abitanti;laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, molto;Si, molto;mai;periferia;avverto difficolta';Non occupato;Studenti;;Alta;MILLENNIALS;Cattolico non praticante;1,15
1179;Uomo;25-34 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Si';Non saprei;Non saprei;preferisco non rispondere;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;;0,61
