ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
951;Donna;25-34 anni;centro;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;preferisco non rispondere;Italiana;Si';Si, abbastanza;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;non credente;0,19
952;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;preferisco non rispondere;in nessuna area politica;Italiana;Si';Non saprei;mai;aree centrali di grandi citta';con tranquillita';;;;Bassa;GENERAZIONE X;Cattolico non praticante;2,61
953;Donna;55-64 anni;sud;da 10001 a 30000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";casalinga;in nessuna area politica;Italiana;Si';Non saprei;in occasione delle principali feste;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Bassa;GENERAZIONE X;Cattolico non praticante;0,6
954;Donna;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";ritirato dal lavoro/pensionato;a destra;Italiana;No;Si, abbastanza;mai;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,11
955;Uomo;oltre 64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';Si, abbastanza;alcune volte l'anno;piccoli centri;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,75
956;Donna;35-44 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;docente/insegnante di scuola superiore;a centro sinistra;Italiana;Si';No, sarei contrario;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);1,2
957;Uomo;55-64 anni;isole;fino a 5000 abitanti;no laurea;coppia senza figli;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, abbastanza;mai;periferia;con tranquillita';Occupato;Dipendenti;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,04
958;Donna;25-34 anni;centro;da 100001 a 250000 abitanti;laurea;coppia con figli;altro lavoratore dipendente;a centro destra;Italiana;Si';Si, abbastanza;una volta al mese;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,85
959;Donna;18-24 anni;nord-ovest;fino a 5000 abitanti;no laurea;vive con i genitori;libero professionista;preferisco non rispondere;Italiana;Non saprei;Non saprei;mai;piccoli centri;avverto difficolta';Occupato;Autonomi;;Bassa;GENERAZIONE Z;Cattolico non praticante;1,47
960;Donna;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;vive da solo +55 anni;casalinga;a destra;Italiana;Si';No, sarei molto contrario;una volta al mese;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);1,3
961;Donna;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;operaio;in nessuna area politica;Italiana;Si';Non saprei;non sono credente;periferia;mi sento povero e non arrivo mai a fine mese;Occupato;Operai;Privato;Media;MILLENNIALS;non credente;2,79
962;Uomo;oltre 64 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;mai;citta' medie;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,89
963;Donna;18-24 anni;nord-est;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';Si, abbastanza;mai;periferia;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,92
964;Uomo;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;single vive con altre persone (amici, parenti);in cerca di prima occupazione;a sinistra;Italiana;Si';Non saprei;alcune volte l'anno;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;;Bassa;GENERAZIONE Z;Cattolico non praticante;0,64
965;Donna;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;No;Si, abbastanza;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);1,35
966;Donna;35-44 anni;nord-est;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;insegnante di scuola media, elementare e materna;al centro;Italiana;No;Si, abbastanza;una volta al mese;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,42
967;Donna;55-64 anni;sud;da 100001 a 250000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;a centro sinistra;Italiana;Si';Si, abbastanza;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,21
968;Uomo;35-44 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;non credente;0,34
969;Donna;18-24 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;Si';Si, molto;non sono credente;periferia;arrivo a fine mese con molte difficolta';Non occupato;Studenti;;Bassa;GENERAZIONE Z;non credente;0,35
970;Donna;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;laurea;single vive con altre persone (amici, parenti);libero professionista;a centro destra;Italiana;Non saprei;Si, abbastanza;alcune volte l'anno;periferia;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico non praticante;0,37
971;Uomo;25-34 anni;isole;da 10001 a 30000 abitanti;no laurea;vive con i genitori;dirigente;al centro;Italiana;No;Si, abbastanza;mai;citta' medie;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Pubblico;Bassa;MILLENNIALS;Cattolico non praticante;0,61
972;Uomo;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;impiegato;al centro;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,45
973;Uomo;25-34 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;studente/scolaro;a centro sinistra;Italiana;Si';Si, molto;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;MILLENNIALS;Cattolico non praticante;0,84
974;Uomo;25-34 anni;sud;oltre 250000 abitanti;no laurea;vive con i genitori;dirigente;a centro sinistra;Italiana;Si';Si, molto;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;Cattolico non praticante;0,69
975;Uomo;18-24 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;disoccupato (ex-occupato);a sinistra;Italiana;Si';Si, abbastanza;non sono credente;citta' medie;arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE Z;non credente;4,81
976;Donna;oltre 64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia senza figli;casalinga;a centro destra;Italiana;Si';Si, molto;mai;periferia;avverto difficolta';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;1,41
977;Uomo;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive da solo 18-34 anni;insegnante di scuola media, elementare e materna;in nessuna area politica;Italiana;No;No, sarei molto contrario;non sono credente;altro;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;non credente;1,35
978;Donna;35-44 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;docente/insegnante di scuola superiore;al centro;Italiana;Si';No, sarei contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,4
979;Donna;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia con figli;insegnante di scuola media, elementare e materna;a centro sinistra;Italiana;Si';Non saprei;in occasione delle principali feste;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,23
980;Donna;18-24 anni;nord-ovest;fino a 5000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;No;No, sarei contrario;non sono credente;piccoli centri;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,35
981;Uomo;35-44 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;vive da solo 35-54 anni;impiegato;a centro destra;Italiana;Si';No, sarei molto contrario;in occasione delle principali feste;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;1,74
982;Donna;35-44 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;preferisco non rispondere;Italiana;Si';Non saprei;mai;altro;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;1,88
983;Donna;18-24 anni;centro;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;SILENT;Cattolico non praticante;0,37
984;Uomo;25-34 anni;nord-est;da 5001 a 10000 abitanti;laurea;vive da solo 18-34 anni;docente/insegnante di scuola superiore;a centro destra;Italiana;Si';Si, molto;non sono credente;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;non credente;0,91
985;Uomo;18-24 anni;centro;da 30001 a 100000 abitanti;laurea;single vive con altre persone (amici, parenti);studente/scolaro;in nessuna area politica;Italiana;Si';Non saprei;in occasione delle principali feste;periferia;con tranquillita';Non occupato;Studenti;;Alta;GENERAZIONE Z;Cattolico non praticante;0,73
986;Uomo;18-24 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive con i genitori;impiegato;al centro;Italiana;No;Si, molto;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;1,03
987;Uomo;18-24 anni;centro;da 10001 a 30000 abitanti;no laurea;single vive con altre persone (amici, parenti);operaio;a centro sinistra;Italiana;No;No, sarei contrario;una volta al mese;citta' medie;avverto difficolta';Occupato;Operai;Pubblico;Bassa;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,35
988;Uomo;18-24 anni;isole;da 10001 a 30000 abitanti;no laurea;altro/preferisco non rispondere;preferisco non rispondere;preferisco non rispondere;Italiana;Si';Si, abbastanza;alcune volte l'anno;citta' medie;con tranquillita';;;;Bassa;GENERAZIONE Z;Cattolico non praticante;0,98
989;Donna;18-24 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;insegnante di scuola media, elementare e materna;al centro;Italiana;Si';Si, abbastanza;una volta al mese;altro;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,3
990;Uomo;35-44 anni;isole;da 5001 a 10000 abitanti;no laurea;altro/preferisco non rispondere;operaio;in nessuna area politica;Italiana;Si';Si, abbastanza;la domenica;altro;avverto difficolta';Occupato;Operai;Privato;Bassa;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,85
991;Uomo;35-44 anni;nord-ovest;fino a 5000 abitanti;no laurea;single vive con altre persone (amici, parenti);disoccupato (ex-occupato);in nessuna area politica;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,78
992;Donna;18-24 anni;isole;fino a 5000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, abbastanza;una volta al mese;piccoli centri;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);3,32
993;Donna;55-64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia senza figli;altro lavoratore autonomo/agente di commercio/rappresentante;al centro;ho la doppia cittadinanza (italiana e di un altro Paese);Si';Si, molto;sono di un'altra religione;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;BABY BOOMERS;altra religione;0,69
994;Donna;45-54 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;casalinga;a sinistra;Italiana;Si';Si, molto;mai;periferia;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;2,23
995;Uomo;45-54 anni;nord-est;oltre 250000 abitanti;no laurea;coppia senza figli;impiegato;a sinistra;Italiana;Si';No, sarei molto contrario;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;non credente;0,52
996;Uomo;18-24 anni;centro;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, molto;alcune volte l'anno;periferia;agiatamente;Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,5
997;Donna;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;coppia senza figli;casalinga;al centro;Italiana;Si';Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico non praticante;0,63
998;Donna;oltre 64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;imprenditore;al centro;Italiana;Si';Non saprei;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;2,29
999;Uomo;25-34 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;impiegato;al centro;Italiana;No;Si, molto;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,28
1000;Donna;oltre 64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;al centro;Italiana;Si';Si, abbastanza;una volta al mese;periferia;con tranquillita';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);0,66
1001;Uomo;18-24 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;studente/scolaro;a sinistra;Italiana;Si';Non saprei;mai;periferia;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;3,55
1002;Uomo;18-24 anni;centro;da 30001 a 100000 abitanti;laurea;genitore solo, con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a sinistra;Italiana;Si';Si, molto;sono di un'altra religione;altro;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;altra religione;0,11
1003;Uomo;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;mai;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;0,75
1004;Donna;35-44 anni;centro;da 5001 a 10000 abitanti;no laurea;genitore solo, con figli;agricoltore;in nessuna area politica;Italiana;Si';Non saprei;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;1,88
1005;Donna;18-24 anni;nord-est;da 100001 a 250000 abitanti;no laurea;vive con i genitori;dirigente;a sinistra;Italiana;Si';Si, abbastanza;non sono credente;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Bassa;GENERAZIONE Z;non credente;0,43
1006;Donna;25-34 anni;centro;da 5001 a 10000 abitanti;no laurea;vive con i genitori;altro lavoratore dipendente;preferisco non rispondere;Italiana;Si';Non saprei;la domenica;altro;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);2,46
1007;Donna;25-34 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia con figli;operaio;in nessuna area politica;Italiana;Si';Non saprei;una volta al mese;periferia;arrivo a fine mese con molte difficolta';Occupato;Operai;Privato;Bassa;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);2,14
1008;Uomo;oltre 64 anni;sud;da 5001 a 10000 abitanti;no laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,09
1009;Donna;18-24 anni;nord-est;oltre 250000 abitanti;no laurea;single vive con altre persone (amici, parenti);studente/scolaro;a sinistra;Italiana;Si';Si, abbastanza;non sono credente;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,3
1010;Donna;25-34 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;a centro destra;Italiana;No;Si, abbastanza;mai;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,17
1011;Donna;25-34 anni;centro;da 5001 a 10000 abitanti;no laurea;vive con i genitori;casalinga;preferisco non rispondere;Italiana;Si';Si, abbastanza;sono di un'altra religione;piccoli centri;avverto difficolta';Non occupato;Casalinghe;;Media;MILLENNIALS;altra religione;2,46
1012;Uomo;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo 35-54 anni;insegnante di scuola media, elementare e materna;a centro sinistra;Italiana;Si';No, sarei contrario;una volta al mese;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Bassa;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,51
1013;Donna;25-34 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo 18-34 anni;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,45
1014;Donna;25-34 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;altro lavoratore autonomo/agente di commercio/rappresentante;a centro sinistra;Italiana;Si';No, sarei contrario;una volta al mese;citta' medie;avverto difficolta';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,33
